part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
586042,מסנן שמן RAV4 / COROLLA,,,VALEO,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
23.263.00,מסנן שמן RAV4 / COROLLA,,,UFI,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
LS1156,מסנן שמן RAV4,,,PURFLUX,מסננים,,5.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
J1312010,מסנן שמן RAV4 / COROLLA / CAMRY,,,HERTH+BUSS JAKOPARTS,מסננים,,5.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026; טויוטה:CAMRY:2018:2026
723 920,מסנן שמן RAV4,,,TOPRAN,מסננים,,9.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
OP 618/2,מסנן שמן RAV4,,,FILTRON,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
SO-1003,מסנן שמן RAV4,,,K&N Filters,מסננים,,11.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
FT6872,מסנן שמן RAV4,,,COOPERSFIAAM FILTERS,מסננים,,9.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
FL2638,מסנן שמן RAV4,,,BREMSI,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
184115,מסנן מזגן RAV4 / COROLLA,,,FEBI BILSTEIN,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
AHC484,מסנן מזגן RAV4 / COROLLA / CAMRY,,,PURFLUX,מסננים,,16.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026; טויוטה:CAMRY:2018:2026
P 83 145,רפידות בלם קדמיות RAV4,,,BREMBO,בלמים,,55.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:RAV4:2013:2018
686S0371,מצת RAV4 / PRIUS / CAMRY,,,RIDEX,הצתה,,11.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:PRIUS:2015:2022; טויוטה:CAMRY:2018:2026
FC16HR-Q8,מצת RAV4 / CAMRY,,,DENSO,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:CAMRY:2018:2026
VFCH16,מצת RAV4 / PRIUS / CAMRY,,,DENSO,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:PRIUS:2015:2022; טויוטה:CAMRY:2018:2026
Z543,מצת RAV4 / CAMRY,,,BERU,הצתה,,13.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:CAMRY:2018:2026
FC20HR-Q8,מצת RAV4,,,DENSO,הצתה,,16.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
224019133R,מצת RAV4 / CAMRY,,,RENAULT,הצתה,,20.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:CAMRY:2018:2026
8EH 188 869-271,מצת RAV4 / CAMRY,,,HELLA,הצתה,,17.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:CAMRY:2018:2026
8A1121,מסנן אוויר RAV4 / COROLLA,,,RIDEX,מסננים,,7.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
ADT322131,מסנן אוויר RAV4 / COROLLA,,,BLUE PRINT,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
C 27 063,מסנן אוויר RAV4 / COROLLA,,,MANN-FILTER,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
CAF101220P,מסנן אוויר RAV4 / COROLLA,,,CHAMPION,מסננים,,7.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
LX 4529,מסנן אוויר RAV4 / COROLLA,,,MAHLE,מסננים,,18.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
E1685L,מסנן אוויר RAV4,,,HENGST FILTER,מסננים,,12.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
184066,מסנן אוויר RAV4 / COROLLA,,,FEBI BILSTEIN,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
AP 178/4,מסנן אוויר RAV4 / COROLLA,,,FILTRON,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
J1322132,מסנן אוויר RAV4 / COROLLA,,,HERTH+BUSS JAKOPARTS,מסננים,,18.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
FAF-TY-122,מסנן אוויר RAV4 / COROLLA,,,NTY,מסננים,,7.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
LVFA1689,מסנן אוויר RAV4 / COROLLA,,,MOTAQUIP,מסננים,,19.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
512094,מסנן אוויר RAV4 / COROLLA,,,VALEO,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
QFA1200,מסנן אוויר RAV4 / COROLLA,,,QUINTON HAZELL,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
82B1266,דיסק בלם קדמי RAV4,,,RIDEX,בלמים,,33.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
82B1266P,דיסק בלם קדמי RAV4,,,RIDEX PLUS,בלמים,,42.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
SO-1008,מסנן שמן CX-30 / MAZDA 3,,,K&N Filters,מסננים,,13.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
15131,מסנן שמן CX-30 / MAZDA 3,,,MEAT & DORIA,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
625 369,מסנן שמן CX-30,,,TOPRAN,מסננים,,7.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
OP-FOF40211,מסנן שמן CX-30,,,OPTIMAL,מסננים,,19.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
180008,דיסק בלם קדמי CX-30,,,FEBI BILSTEIN,בלמים,,51.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
8DD 355 133-681,דיסק בלם קדמי CX-30 / MAZDA 3,,,HELLA,בלמים,,55.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
92326203,דיסק בלם קדמי CX-30 / MAZDA 3,,,TEXTAR,בלמים,,55.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
33 10 6300,דיסק בלם קדמי CX-30,,,SWAG,בלמים,,50.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
ADBP250039,מסנן מזגן CX-30 / MAZDA 3,,,BLUE PRINT,מסננים,,15.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
ADBP250021,מסנן מזגן CX-30 / MAZDA 3,,,BLUE PRINT,מסננים,,13.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
LA 1361,מסנן מזגן CX-30,,,MAHLE,מסננים,,16.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
FC494,מסנן מזגן CX-30 / MAZDA 3,,,MULLER FILTER,מסננים,,13.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
CAF2309.01,מסנן מזגן CX-30 / MAZDA 3,,,OPEN PARTS,מסננים,,35.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
P 49 050,רפידות בלם קדמיות CX-30,,,BREMBO,בלמים,,44.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:CX-3:2015:2026
25875.160.1,רפידות בלם קדמיות CX-30,,,ZIMMERMANN,בלמים,,46.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
302285,רפידות בלם קדמיות CX-30,,,VALEO,בלמים,,22.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
ADBP220029,מסנן אוויר CX-30 / MAZDA 3,,,BLUE PRINT,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
184008,מסנן אוויר CX-30 / MAZDA 3,,,FEBI BILSTEIN,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
LX 5800,מסנן אוויר CX-30 / MAZDA 3,,,MAHLE,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
GCH0524,מסנן אוויר CX-30 / MAZDA 3,,,goCORE,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
26-2792,מסנן אוויר CX-30 / MAZDA 3,,,MAXGEAR,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
QFA1223,מסנן אוויר CX-30 / MAZDA 3,,,QUINTON HAZELL,מסננים,,16.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
E2015L,מסנן אוויר CX-30 / MAZDA 3,,,HENGST FILTER,מסננים,,19.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
20-03-353,מסנן אוויר CX-30 / MAZDA 3,,,ASHIKA,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026; מאזדה:MAZDA 3:2019:2026
A32-0163,מסנן אוויר CX-30,,,JAPANPARTS,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-30:2019:2026
C1514100,מצת CEED / STONIC / SOUL,,,BOGAP,הצתה,,9.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
C1514101,מצת CEED / SOUL,,,BOGAP,הצתה,,9.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
424I0269,מסנן מזגן CEED,,,RIDEX,מסננים,,6.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
424I0269P,מסנן מזגן CEED,,,RIDEX PLUS,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
424I0618P,מסנן מזגן CEED,,,RIDEX PLUS,מסננים,,18.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
CU 24 013,מסנן מזגן CEED / CARENS,,,MANN-FILTER,מסננים,,12.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:CARENS:2013:2019
715816,מסנן מזגן CEED / CARENS,,,VALEO,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:CARENS:2013:2019
DVF5041,מסנן מזגן CEED / CARENS,,,K&N Filters,מסננים,,18.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:CARENS:2013:2019
E3902LC,מסנן מזגן CEED,,,HENGST FILTER,מסננים,,13.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
F512301,מסנן מזגן CEED,,,KAMOKA,מסננים,,7.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
LA 447,מסנן מזגן CEED / CARENS,,,MAHLE,מסננים,,15.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:CARENS:2013:2019
P 30 073,רפידות בלם קדמיות CEED,,,BREMBO,בלמים,,39.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
C 24 054,מסנן אוויר CEED / SOUL,,,MANN-FILTER,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
LX 4567,מסנן אוויר CEED / SOUL,,,MAHLE,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
ADG022161,מסנן אוויר CEED / SOUL / SELTOS,,,BLUE PRINT,מסננים,,12.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
A3011,מסנן אוויר CEED / SOUL,,,PURFLUX,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
CAF101249P,מסנן אוויר CEED / SOUL,,,CHAMPION,מסננים,,8.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
J1320563,מסנן אוויר CEED / SELTOS,,,HERTH+BUSS JAKOPARTS,מסננים,,12.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SELTOS:2019:2026
CA0133,מסנן אוויר CEED / SOUL,,,Castrol filters,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
AP 197/5,מסנן אוויר CEED / SOUL,,,FILTRON,מסננים,,11.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
F252001,מסנן אוויר CEED / SOUL,,,KAMOKA,מסננים,,9.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
GCH0358,מסנן אוויר CEED / SOUL,,,goCORE,מסננים,,21.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
FAF-HY-536,מסנן אוויר CEED,,,NTY,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026
LVFA1683,מסנן אוויר CEED / SOUL,,,MOTAQUIP,מסננים,,18.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
B20345OEM,מסנן אוויר CEED / SOUL / SELTOS,,,JC PREMIUM,מסננים,,16.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
B20345PR,מסנן אוויר CEED / SOUL,,,JC PREMIUM,מסננים,,16.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026
FT5447,מסנן שמן CEED / SOUL / CARENS / MX-5,,,COOPERSFIAAM FILTERS,מסננים,,11.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:CEED:2018:2026; קיה:SOUL:2019:2026; קיה:CARENS:2013:2019; מאזדה:MX-5:2015:2026
402B1926,רפידות בלם קדמיות MAZDA 3,,,RIDEX,בלמים,,21.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2019:2026
P 49 065,רפידות בלם קדמיות MAZDA 3,,,BREMBO,בלמים,,49.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2019:2026
26177.160.1,רפידות בלם קדמיות MAZDA 3,,,ZIMMERMANN,בלמים,,42.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2019:2026
2617701,רפידות בלם קדמיות MAZDA 3,,,TEXTAR,בלמים,,57.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2019:2026
8DB 355 040-271,רפידות בלם קדמיות MAZDA 3,,,HELLA,בלמים,,44.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:MAZDA 3:2019:2026
